date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:44:13	4925/4925	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2015:38:34%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/images/flower.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/images/flower.png	(from https://kantiandri.datengdong.com/)
03:44:13	185476/185476	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Jan%202022%2010:05:52%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/05b4f7818b62bb288e0586abb5ccb6418d49bf28.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/05b4f7818b62bb288e0586abb5ccb6418d49bf28.jpg	(from https://kantiandri.datengdong.com/)
03:44:14	4194/4194	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2015:26:00%20GMT	https://datengdong.com/image/protocol/masker.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/datengdong.com/image/protocol/masker.png	(from https://kantiandri.datengdong.com/)
03:44:15	3844/3844	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2015:26:00%20GMT	https://datengdong.com/image/protocol/distance.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/datengdong.com/image/protocol/distance.png	(from https://kantiandri.datengdong.com/)
03:44:15	4118/4118	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2015:26:00%20GMT	https://datengdong.com/image/protocol/salam.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/datengdong.com/image/protocol/salam.png	(from https://kantiandri.datengdong.com/)
03:44:15	6088/6088	---M--	200	added ('OK')	image/png	date:Sun,%2023%20May%202021%2015:26:00%20GMT	https://datengdong.com/image/protocol/wash.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/datengdong.com/image/protocol/wash.png	(from https://kantiandri.datengdong.com/)
03:44:16	11961/11961	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2015:38:34%20GMT	https://kantiandri.datengdong.com/themes/dancingpiano/images/flower-2.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/themes/dancingpiano/images/flower-2.png	(from https://kantiandri.datengdong.com/)
03:44:17	2923/2923	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Jan%202021%2014:06:39%20GMT	https://kantiandri.datengdong.com/images/instagram.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/instagram.png	(from https://kantiandri.datengdong.com/)
03:44:18	383187/383187	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jan%202022%2011:37:47%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/couple/ongwl9bnpb.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/couple/ongwl9bnpb.png	(from https://kantiandri.datengdong.com/)
03:44:19	317451/317451	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jan%202022%2011:37:48%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/couple/ycan16cvmy.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/couple/ycan16cvmy.png	(from https://kantiandri.datengdong.com/)
03:44:19	246235/246235	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Jan%202022%2010:36:16%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/17f61d888eda2d6c9e1fc2be28d607cecaa33cfa.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/17f61d888eda2d6c9e1fc2be28d607cecaa33cfa.jpg	(from https://kantiandri.datengdong.com/)
03:44:19	708792/708792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:27:45%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/faa389799a1cacb7f9069bfe5d59c52c61aa8995.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/faa389799a1cacb7f9069bfe5d59c52c61aa8995.jpg	(from https://kantiandri.datengdong.com/)
03:44:19	26716/26716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:27:45%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/faa389799a1cacb7f9069bfe5d59c52c61aa8995He.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/faa389799a1cacb7f9069bfe5d59c52c61aa8995He.jpg	(from https://kantiandri.datengdong.com/)
03:44:19	125305/125305	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:21:56%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/0e592dd49e20ef57d1fb23043fbc29e4eaa958ae.jpeg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/0e592dd49e20ef57d1fb23043fbc29e4eaa958ae.jpg	(from https://kantiandri.datengdong.com/)
03:44:20	35280/35280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:21:55%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/0e592dd49e20ef57d1fb23043fbc29e4eaa958aezo.jpeg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/0e592dd49e20ef57d1fb23043fbc29e4eaa958aezo.jpg	(from https://kantiandri.datengdong.com/)
03:44:20	31129/31129	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:06%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/29ac447601972a1eced188fe47c2a2073be4ce360q.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/29ac447601972a1eced188fe47c2a2073be4ce360q.jpg	(from https://kantiandri.datengdong.com/)
03:44:21	25293/25293	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:31%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/6e138b7fc16f62ece347a1c91be03fd2dd06e464Lk.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/6e138b7fc16f62ece347a1c91be03fd2dd06e464Lk.jpg	(from https://kantiandri.datengdong.com/)
03:44:21	900253/900253	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:07%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/29ac447601972a1eced188fe47c2a2073be4ce36.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/29ac447601972a1eced188fe47c2a2073be4ce36.jpg	(from https://kantiandri.datengdong.com/)
03:44:21	744472/744472	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:31%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/6e138b7fc16f62ece347a1c91be03fd2dd06e464.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/6e138b7fc16f62ece347a1c91be03fd2dd06e464.jpg	(from https://kantiandri.datengdong.com/)
03:44:21	30844/30844	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:25:00%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/bca8f12ab7dfcabc25de00ce56c46c7992ae9b3fhs.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/bca8f12ab7dfcabc25de00ce56c46c7992ae9b3fhs.jpg	(from https://kantiandri.datengdong.com/)
03:44:22	32324/32324	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:47%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/3da39ddc68c7a6e0a099810ffa4cce4cdcc475dcjb.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/3da39ddc68c7a6e0a099810ffa4cce4cdcc475dcjb.jpg	(from https://kantiandri.datengdong.com/)
03:44:22	899221/899221	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:25:00%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/bca8f12ab7dfcabc25de00ce56c46c7992ae9b3f.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/bca8f12ab7dfcabc25de00ce56c46c7992ae9b3f.jpg	(from https://kantiandri.datengdong.com/)
03:44:22	32043/32043	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:25:37%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/22cfa64d5a978584922e7cc54deeb2415f847602tO.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/22cfa64d5a978584922e7cc54deeb2415f847602tO.jpg	(from https://kantiandri.datengdong.com/)
03:44:22	127745/127745	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:18%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/549891b1b2ca4dfa3c6d32154f72c00d02ea0953.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/549891b1b2ca4dfa3c6d32154f72c00d02ea0953.jpg	(from https://kantiandri.datengdong.com/)
03:44:22	1024553/1024553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:24:48%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/3da39ddc68c7a6e0a099810ffa4cce4cdcc475dc.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/3da39ddc68c7a6e0a099810ffa4cce4cdcc475dc.jpg	(from https://kantiandri.datengdong.com/)
03:44:23	37148/37148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:18%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/549891b1b2ca4dfa3c6d32154f72c00d02ea0953Rr.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/549891b1b2ca4dfa3c6d32154f72c00d02ea0953Rr.jpg	(from https://kantiandri.datengdong.com/)
03:44:23	792037/792037	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:25:37%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/22cfa64d5a978584922e7cc54deeb2415f847602.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/22cfa64d5a978584922e7cc54deeb2415f847602.jpg	(from https://kantiandri.datengdong.com/)
03:44:23	166819/166819	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:21%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/5585b0c47f2006771a4ddd2b1a2680d0cbafab78.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/5585b0c47f2006771a4ddd2b1a2680d0cbafab78.jpg	(from https://kantiandri.datengdong.com/)
03:44:23	30271/30271	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:21%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/5585b0c47f2006771a4ddd2b1a2680d0cbafab78Mp.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/5585b0c47f2006771a4ddd2b1a2680d0cbafab78Mp.jpg	(from https://kantiandri.datengdong.com/)
03:44:23	62227/62227	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2016:04:40%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/8d098020db766de0206bf0b8b48e43edea5b0480.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/8d098020db766de0206bf0b8b48e43edea5b0480.jpg	(from https://kantiandri.datengdong.com/)
03:44:24	29181/29181	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2016:04:40%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/8d098020db766de0206bf0b8b48e43edea5b0480WR.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/8d098020db766de0206bf0b8b48e43edea5b0480WR.jpg	(from https://kantiandri.datengdong.com/)
03:44:24	49098/49098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2014:37:02%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/8a95c2b59b885914224a00d7526021fe68925d69.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/8a95c2b59b885914224a00d7526021fe68925d69.jpg	(from https://kantiandri.datengdong.com/)
03:44:24	19007/19007	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2014:37:02%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/8a95c2b59b885914224a00d7526021fe68925d69t1.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/8a95c2b59b885914224a00d7526021fe68925d69t1.jpg	(from https://kantiandri.datengdong.com/)
03:44:25	23798/23798	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Jan%202022%2010:36:15%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/17f61d888eda2d6c9e1fc2be28d607cecaa33cfahb.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/17f61d888eda2d6c9e1fc2be28d607cecaa33cfahb.jpg	(from https://kantiandri.datengdong.com/)
03:44:25	33195/33195	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Jan%202022%2013:13:03%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/6b24ea0a8de47522e5dafb2cf89e14350ffcb558oj.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/6b24ea0a8de47522e5dafb2cf89e14350ffcb558oj.jpg	(from https://kantiandri.datengdong.com/)
03:44:26	455132/455132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Jan%202022%2013:13:03%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/6b24ea0a8de47522e5dafb2cf89e14350ffcb558.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/6b24ea0a8de47522e5dafb2cf89e14350ffcb558.jpg	(from https://kantiandri.datengdong.com/)
03:44:26	16750/16750	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:18:21%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/a3ec5df89cfcc78907bb14f317ff1a9a92564652PO.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/a3ec5df89cfcc78907bb14f317ff1a9a92564652PO.jpg	(from https://kantiandri.datengdong.com/)
03:44:26	299390/299390	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:21:40%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/4894e45a33b315b85d05de91459813a330e3a941.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/4894e45a33b315b85d05de91459813a330e3a941.jpg	(from https://kantiandri.datengdong.com/)
03:44:26	17133/17133	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:21:40%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/4894e45a33b315b85d05de91459813a330e3a941Gl.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/4894e45a33b315b85d05de91459813a330e3a941Gl.jpg	(from https://kantiandri.datengdong.com/)
03:44:27	359898/359898	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:18:22%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/a3ec5df89cfcc78907bb14f317ff1a9a92564652.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/a3ec5df89cfcc78907bb14f317ff1a9a92564652.jpg	(from https://kantiandri.datengdong.com/)
03:44:27	317521/317521	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:21:41%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/4d5511df76bf8e3a5875f8679dfcbbc10db33238.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/4d5511df76bf8e3a5875f8679dfcbbc10db33238.jpg	(from https://kantiandri.datengdong.com/)
03:44:27	16104/16104	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2014:21:41%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/4d5511df76bf8e3a5875f8679dfcbbc10db33238RM.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/4d5511df76bf8e3a5875f8679dfcbbc10db33238RM.jpg	(from https://kantiandri.datengdong.com/)
03:44:27	159099/159099	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:58:49%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/4c3ea72912275517cfadcbba04f8bf3108726692.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/4c3ea72912275517cfadcbba04f8bf3108726692.jpg	(from https://kantiandri.datengdong.com/)
03:44:28	26615/26615	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:58:49%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/4c3ea72912275517cfadcbba04f8bf3108726692sN.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/4c3ea72912275517cfadcbba04f8bf3108726692sN.jpg	(from https://kantiandri.datengdong.com/)
03:44:28	168141/168141	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2010:24:02%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/5df511e15607e762c79279e5ff72ae06466004d7.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/5df511e15607e762c79279e5ff72ae06466004d7.jpg	(from https://kantiandri.datengdong.com/)
03:44:28	31026/31026	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2010:24:02%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/5df511e15607e762c79279e5ff72ae06466004d7R5.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/5df511e15607e762c79279e5ff72ae06466004d7R5.jpg	(from https://kantiandri.datengdong.com/)
03:44:28	141615/141615	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:21%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/5400e3e86adf6c6d75f55966c543ddc458d1eb25.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/5400e3e86adf6c6d75f55966c543ddc458d1eb25.jpg	(from https://kantiandri.datengdong.com/)
03:44:29	46185/46185	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:21%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/5400e3e86adf6c6d75f55966c543ddc458d1eb25Yy.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/5400e3e86adf6c6d75f55966c543ddc458d1eb25Yy.jpg	(from https://kantiandri.datengdong.com/)
03:44:29	182810/182810	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2010:00:46%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/10fa72ea41ea1f732cb58bb3e5f77ffa86b06926.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/10fa72ea41ea1f732cb58bb3e5f77ffa86b06926.jpg	(from https://kantiandri.datengdong.com/)
03:44:29	54304/54304	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2010:00:46%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/10fa72ea41ea1f732cb58bb3e5f77ffa86b069266A.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/10fa72ea41ea1f732cb58bb3e5f77ffa86b069266A.jpg	(from https://kantiandri.datengdong.com/)
03:44:29	132598/132598	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:22%20GMT	https://kantiandri.datengdong.com/uploads/original/gallery/001a19cf383ce90304b92c2f49b5cc6d2f983f66.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/original/gallery/001a19cf383ce90304b92c2f49b5cc6d2f983f66.jpg	(from https://kantiandri.datengdong.com/)
03:44:29	32144/32144	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jan%202022%2015:40:22%20GMT	https://kantiandri.datengdong.com/uploads/thumbs/gallery/001a19cf383ce90304b92c2f49b5cc6d2f983f66XZ.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/uploads/thumbs/gallery/001a19cf383ce90304b92c2f49b5cc6d2f983f66XZ.jpg	(from https://kantiandri.datengdong.com/)
03:44:30	2352/2352	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Nov%202020%2016:54:36%20GMT	https://kantiandri.datengdong.com/images/logo-color-w.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/logo-color-w.png	(from https://kantiandri.datengdong.com/)
03:44:30	487/487	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Nov%202020%2016:54:36%20GMT	https://kantiandri.datengdong.com/images/play-pause.svg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/play-pause.svg	(from https://kantiandri.datengdong.com/)
03:44:30	5778/5778	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Nov%202020%2016:54:36%20GMT	https://kantiandri.datengdong.com/images/gift-donation.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/gift-donation.png	(from https://kantiandri.datengdong.com/)
03:44:31	5631/5631	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Nov%202020%2016:54:36%20GMT	https://kantiandri.datengdong.com/images/love.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/love.png	(from https://kantiandri.datengdong.com/)
03:44:31	6779/6779	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2012:57:47%20GMT	https://kantiandri.datengdong.com/images/copy.png	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/copy.png	(from https://kantiandri.datengdong.com/)
03:44:32	3980/3980	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Nov%202020%2016:54:36%20GMT	https://kantiandri.datengdong.com/images/payment/bca.jpg	C:/Users/anjar/Documents/httrack/Weeding/Weeding/kantiandri.datengdong.com/images/payment/bca.jpg	(from https://kantiandri.datengdong.com/)
